Booking_ID,Professional_ID,City_x,Service_Category,Booking_Date,Time_Slot,Service_Price,Distance_km,Response_Time_Min,Service_Duration_Min,Booking_Status,Cancellation_Reason,Customer_Rating,Professional_Rating,Customer_Type,Payment_Method,Booking_Month,Booking_Day,Is_Weekend,Completed_Flag,Cancelled_Flag,City_y,Primary_Service,Experience_Years,Available_Hours_Per_Week,Professional_Base_Rating,Week,Service_Hours,Actual_Service_Hours
B07537,P0134,Hyderabad,Plumbing,2026-02-24 06:16:22.407296,12-2 PM,537,7.97,9.5,103,Completed,,4.3,4.8,Returning,Cash,2,Tuesday,False,1,0,Hyderabad,Plumbing,4,40,4.2,2026-02-23/2026-03-01,1.7166666666666666,1.7166666666666666
B07538,P0067,Mumbai,Electrician,2026-02-24 06:26:44.512180,4-6 PM,837,2.69,11.5,83,Completed,,4.6,3.9,Returning,Credit Card,2,Tuesday,False,1,0,Mumbai,Electrician,6,40,3.9,2026-02-23/2026-03-01,1.3833333333333333,1.3833333333333333
B07539,P0071,Mumbai,Appliance Repair,2026-02-24 06:37:06.617064,2-4 PM,868,7.77,14.6,178,Completed,,4.4,4.4,New,UPI,2,Tuesday,False,1,0,Mumbai,Appliance Repair,4,40,4.7,2026-02-23/2026-03-01,2.966666666666667,2.966666666666667
B07540,P0096,Bengaluru,Appliance Repair,2026-02-24 06:47:28.721948,12-2 PM,896,3.85,7.0,73,Completed,,4.3,3.9,New,UPI,2,Tuesday,False,1,0,Bengaluru,Appliance Repair,5,40,4.7,2026-02-23/2026-03-01,1.2166666666666666,1.2166666666666666
B07541,P0078,Bengaluru,Salon,2026-02-24 06:57:50.826833,10-12 PM,1028,1.89,9.9,96,Completed,,4.3,5.0,Returning,Debit Card,2,Tuesday,False,1,0,Bengaluru,Salon,3,40,4.4,2026-02-23/2026-03-01,1.6,1.6
B07542,P0014,Nagpur,Plumbing,2026-02-24 07:08:12.931717,8-10 AM,769,0.85,5.2,68,Completed,,4.5,4.5,Returning,Cash,2,Tuesday,False,1,0,Nagpur,Plumbing,8,36,4.8,2026-02-23/2026-03-01,1.1333333333333333,1.1333333333333333
B07543,P0068,Mumbai,Electrician,2026-02-24 07:18:35.036601,6-8 PM,568,5.48,14.0,94,Completed,,4.3,4.3,Returning,Cash,2,Tuesday,False,1,0,Mumbai,Electrician,9,40,4.7,2026-02-23/2026-03-01,1.5666666666666667,1.5666666666666667
B07544,P0066,Mumbai,Electrician,2026-02-24 07:28:57.141485,6-8 PM,573,3.89,15.1,101,Completed,,3.9,4.1,Returning,Credit Card,2,Tuesday,False,1,0,Mumbai,Electrician,1,40,4.7,2026-02-23/2026-03-01,1.6833333333333333,1.6833333333333333
B07545,P0093,Bengaluru,Appliance Repair,2026-02-24 07:39:19.246369,12-2 PM,921,3.23,6.8,68,Completed,,4.3,4.7,Returning,UPI,2,Tuesday,False,1,0,Bengaluru,Appliance Repair,2,36,4.3,2026-02-23/2026-03-01,1.1333333333333333,1.1333333333333333
B07546,P0090,Bengaluru,Electrician,2026-02-24 07:49:41.351254,6-8 PM,540,7.06,12.8,60,Completed,,4.7,4.5,Returning,Credit Card,2,Tuesday,False,1,0,Bengaluru,Electrician,10,36,4.0,2026-02-23/2026-03-01,1.0,1.0
B07547,P0092,Bengaluru,Electrician,2026-02-24 08:00:03.456138,8-10 AM,725,3.51,7.7,67,Cancelled,Price Too High,,3.9,Returning,UPI,2,Tuesday,False,0,1,Bengaluru,Electrician,3,40,4.6,2026-02-23/2026-03-01,1.1166666666666667,0.0
B07548,P0089,Bengaluru,Electrician,2026-02-24 08:10:25.561022,8-10 PM,749,1.06,9.0,106,Completed,,4.8,4.2,Returning,UPI,2,Tuesday,False,1,0,Bengaluru,Electrician,7,40,4.6,2026-02-23/2026-03-01,1.7666666666666666,1.7666666666666666
B07549,P0043,Pune,Electrician,2026-02-24 08:20:47.665906,8-10 PM,746,3.4,14.3,56,Completed,,4.7,4.6,Returning,Debit Card,2,Tuesday,False,1,0,Pune,Electrician,10,40,4.4,2026-02-23/2026-03-01,0.9333333333333333,0.9333333333333333
B07550,P0044,Pune,Electrician,2026-02-24 08:31:09.770790,10-12 PM,712,2.03,8.5,96,Cancelled,Professional Unavailable,,4.4,Returning,Credit Card,2,Tuesday,False,0,1,Pune,Electrician,8,44,4.5,2026-02-23/2026-03-01,1.6,0.0
B07551,P0056,Mumbai,Salon,2026-02-24 08:41:31.875675,6-8 PM,1004,6.28,15.2,87,Completed,,4.3,4.0,New,UPI,2,Tuesday,False,1,0,Mumbai,Salon,4,36,4.6,2026-02-23/2026-03-01,1.45,1.45
B07552,P0043,Pune,Electrician,2026-02-24 08:51:53.980559,2-4 PM,686,1.4,7.3,48,Completed,,4.3,4.7,Returning,UPI,2,Tuesday,False,1,0,Pune,Electrician,10,40,4.4,2026-02-23/2026-03-01,0.8,0.8
B07553,P0096,Bengaluru,Appliance Repair,2026-02-24 09:02:16.085443,6-8 PM,795,6.57,13.4,68,Completed,,4.5,3.9,Returning,UPI,2,Tuesday,False,1,0,Bengaluru,Appliance Repair,5,40,4.7,2026-02-23/2026-03-01,1.1333333333333333,1.1333333333333333
B07554,P0078,Bengaluru,Salon,2026-02-24 09:12:38.190327,2-4 PM,749,3.03,9.6,111,Completed,,4.0,4.3,New,Debit Card,2,Tuesday,False,1,0,Bengaluru,Salon,3,40,4.4,2026-02-23/2026-03-01,1.85,1.85
B07555,P0027,Pune,Cleaning,2026-02-24 09:23:00.295211,8-10 AM,606,0.5,1.9,74,Completed,,4.8,4.5,New,UPI,2,Tuesday,False,1,0,Pune,Cleaning,2,36,4.8,2026-02-23/2026-03-01,1.2333333333333334,1.2333333333333334
B07556,P0124,Hyderabad,Cleaning,2026-02-24 09:33:22.400096,6-8 PM,613,4.15,14.4,104,Cancelled,Slot Not Available,,3.8,New,UPI,2,Tuesday,False,0,1,Hyderabad,Cleaning,7,36,4.2,2026-02-23/2026-03-01,1.7333333333333334,0.0
B07557,P0051,Mumbai,Cleaning,2026-02-24 09:43:44.504980,8-10 AM,1021,11.42,13.8,102,Completed,,4.3,4.4,New,Cash,2,Tuesday,False,1,0,Mumbai,Cleaning,7,40,4.2,2026-02-23/2026-03-01,1.7,1.7
B07558,P0023,Nagpur,Appliance Repair,2026-02-24 09:54:06.609864,12-2 PM,1308,6.47,3.1,140,Completed,,4.3,3.8,Returning,UPI,2,Tuesday,False,1,0,Nagpur,Appliance Repair,9,44,4.5,2026-02-23/2026-03-01,2.3333333333333335,2.3333333333333335
B07559,P0027,Pune,Cleaning,2026-02-24 10:04:28.714748,8-10 PM,686,2.82,14.4,117,Completed,,4.6,4.7,Returning,Debit Card,2,Tuesday,False,1,0,Pune,Cleaning,2,36,4.8,2026-02-23/2026-03-01,1.95,1.95
B07560,P0089,Bengaluru,Electrician,2026-02-24 10:14:50.819632,2-4 PM,415,5.38,12.9,55,Completed,,4.1,4.2,New,UPI,2,Tuesday,False,1,0,Bengaluru,Electrician,7,40,4.6,2026-02-23/2026-03-01,0.9166666666666666,0.9166666666666666
B07561,P0072,Mumbai,Appliance Repair,2026-02-24 10:25:12.924516,6-8 PM,749,8.93,16.1,107,Completed,,4.1,4.7,Returning,UPI,2,Tuesday,False,1,0,Mumbai,Appliance Repair,8,44,4.2,2026-02-23/2026-03-01,1.7833333333333334,1.7833333333333334
B07562,P0117,Delhi,Appliance Repair,2026-02-24 10:35:35.029401,10-12 PM,1075,10.89,15.0,158,Completed,,4.6,4.3,Returning,UPI,2,Tuesday,False,1,0,Delhi,Appliance Repair,8,48,4.7,2026-02-23/2026-03-01,2.6333333333333333,2.6333333333333333
B07563,P0060,Mumbai,AC Repair,2026-02-24 10:45:57.134285,6-8 PM,1295,9.12,16.1,69,Completed,,4.0,4.4,Returning,Debit Card,2,Tuesday,False,1,0,Mumbai,AC Repair,9,40,4.2,2026-02-23/2026-03-01,1.15,1.15
B07564,P0130,Hyderabad,AC Repair,2026-02-24 10:56:19.239169,2-4 PM,1284,4.45,6.3,117,Completed,,4.3,4.3,Returning,UPI,2,Tuesday,False,1,0,Hyderabad,AC Repair,1,40,4.7,2026-02-23/2026-03-01,1.95,1.95
B07565,P0006,Nagpur,Salon,2026-02-24 11:06:41.344053,2-4 PM,952,7.69,10.5,75,Completed,,4.5,3.7,Returning,Cash,2,Tuesday,False,1,0,Nagpur,Salon,2,40,4.4,2026-02-23/2026-03-01,1.25,1.25
B07566,P0074,Bengaluru,Cleaning,2026-02-24 11:17:03.448937,8-10 PM,571,6.24,13.2,75,Cancelled,Slot Not Available,,4.3,Returning,UPI,2,Tuesday,False,0,1,Bengaluru,Cleaning,6,40,5.0,2026-02-23/2026-03-01,1.25,0.0
B07567,P0124,Hyderabad,Cleaning,2026-02-24 11:27:25.553822,8-10 PM,729,5.41,13.8,64,Completed,,4.4,4.4,New,Debit Card,2,Tuesday,False,1,0,Hyderabad,Cleaning,7,36,4.2,2026-02-23/2026-03-01,1.0666666666666667,1.0666666666666667
B07568,P0027,Pune,Cleaning,2026-02-24 11:37:47.658706,12-2 PM,889,0.5,10.2,122,Completed,,4.0,4.3,Returning,Debit Card,2,Tuesday,False,1,0,Pune,Cleaning,2,36,4.8,2026-02-23/2026-03-01,2.033333333333333,2.033333333333333
B07569,P0011,Nagpur,AC Repair,2026-02-24 11:48:09.763590,8-10 PM,940,0.82,7.8,127,Completed,,4.7,4.8,Returning,UPI,2,Tuesday,False,1,0,Nagpur,AC Repair,5,40,3.9,2026-02-23/2026-03-01,2.1166666666666667,2.1166666666666667
B07570,P0049,Mumbai,Cleaning,2026-02-24 11:58:31.868474,10-12 PM,546,1.07,5.3,64,Completed,,4.5,4.5,Returning,UPI,2,Tuesday,False,1,0,Mumbai,Cleaning,1,40,4.5,2026-02-23/2026-03-01,1.0666666666666667,1.0666666666666667
B07571,P0129,Hyderabad,AC Repair,2026-02-24 12:08:53.973358,8-10 AM,1143,2.02,10.2,75,Completed,,4.1,3.7,New,UPI,2,Tuesday,False,1,0,Hyderabad,AC Repair,7,40,4.4,2026-02-23/2026-03-01,1.25,1.25
B07572,P0094,Bengaluru,Appliance Repair,2026-02-24 12:19:16.078243,4-6 PM,1128,11.18,14.2,130,Completed,,4.0,3.7,Returning,UPI,2,Tuesday,False,1,0,Bengaluru,Appliance Repair,9,40,4.4,2026-02-23/2026-03-01,2.1666666666666665,2.1666666666666665
B07573,P0085,Bengaluru,Plumbing,2026-02-24 12:29:38.183127,6-8 PM,530,4.09,11.9,86,Completed,,4.5,4.2,Returning,UPI,2,Tuesday,False,1,0,Bengaluru,Plumbing,9,40,4.1,2026-02-23/2026-03-01,1.4333333333333333,1.4333333333333333
B07574,P0088,Bengaluru,Plumbing,2026-02-24 12:40:00.288011,10-12 PM,845,0.85,6.1,84,Cancelled,Slot Not Available,,4.9,Returning,UPI,2,Tuesday,False,0,1,Bengaluru,Plumbing,7,40,4.2,2026-02-23/2026-03-01,1.4,0.0
B07575,P0020,Nagpur,Electrician,2026-02-24 12:50:22.392895,8-10 AM,649,8.03,9.3,85,Cancelled,Distance Too Far,,4.3,New,Credit Card,2,Tuesday,False,0,1,Nagpur,Electrician,5,40,4.6,2026-02-23/2026-03-01,1.4166666666666667,0.0
B07576,P0049,Mumbai,Cleaning,2026-02-24 13:00:44.497779,6-8 PM,601,1.02,5.0,96,Completed,,4.9,3.3,New,UPI,2,Tuesday,False,1,0,Mumbai,Cleaning,1,40,4.5,2026-02-23/2026-03-01,1.6,1.6
B07577,P0017,Nagpur,Electrician,2026-02-24 13:11:06.602664,8-10 PM,607,12.73,20.0,114,Completed,,4.0,4.9,Returning,Debit Card,2,Tuesday,False,1,0,Nagpur,Electrician,4,40,4.6,2026-02-23/2026-03-01,1.9,1.9
B07578,P0049,Mumbai,Cleaning,2026-02-24 13:21:28.707548,6-8 PM,746,5.6,16.5,101,Completed,,4.4,4.5,New,UPI,2,Tuesday,False,1,0,Mumbai,Cleaning,1,40,4.5,2026-02-23/2026-03-01,1.6833333333333333,1.6833333333333333
B07579,P0101,Delhi,Salon,2026-02-24 13:31:50.812432,8-10 PM,912,3.21,9.8,111,Completed,,4.6,4.5,Returning,Credit Card,2,Tuesday,False,1,0,Delhi,Salon,3,44,4.3,2026-02-23/2026-03-01,1.85,1.85
B07580,P0078,Bengaluru,Salon,2026-02-24 13:42:12.917316,6-8 PM,1010,3.67,7.9,72,Completed,,4.7,4.8,Returning,UPI,2,Tuesday,False,1,0,Bengaluru,Salon,3,40,4.4,2026-02-23/2026-03-01,1.2,1.2
B07581,P0122,Hyderabad,Cleaning,2026-02-24 13:52:35.022200,12-2 PM,760,1.02,6.6,115,Completed,,4.1,4.2,Returning,UPI,2,Tuesday,False,1,0,Hyderabad,Cleaning,1,40,4.2,2026-02-23/2026-03-01,1.9166666666666667,1.9166666666666667
B07582,P0025,Pune,Cleaning,2026-02-24 14:02:57.127085,10-12 PM,408,2.46,9.2,78,Rescheduled,,,4.1,New,Cash,2,Tuesday,False,0,0,Pune,Cleaning,5,48,4.6,2026-02-23/2026-03-01,1.3,1.3
B07583,P0072,Mumbai,Appliance Repair,2026-02-24 14:13:19.231969,6-8 PM,1062,7.59,14.1,166,Cancelled,Slot Not Available,,4.5,Returning,Debit Card,2,Tuesday,False,0,1,Mumbai,Appliance Repair,8,44,4.2,2026-02-23/2026-03-01,2.7666666666666666,0.0
B07584,P0110,Delhi,Plumbing,2026-02-24 14:23:41.336853,4-6 PM,593,3.24,14.6,101,Rescheduled,,,4.0,Returning,Cash,2,Tuesday,False,0,0,Delhi,Plumbing,6,36,4.5,2026-02-23/2026-03-01,1.6833333333333333,1.6833333333333333
B07585,P0036,Pune,AC Repair,2026-02-24 14:34:03.441737,6-8 PM,1234,2.86,10.5,74,Completed,,4.4,4.8,New,Debit Card,2,Tuesday,False,1,0,Pune,AC Repair,2,40,4.6,2026-02-23/2026-03-01,1.2333333333333334,1.2333333333333334
B07586,P0043,Pune,Electrician,2026-02-24 14:44:25.546621,6-8 PM,643,3.85,10.9,75,Completed,,4.5,4.0,Returning,UPI,2,Tuesday,False,1,0,Pune,Electrician,10,40,4.4,2026-02-23/2026-03-01,1.25,1.25
B07587,P0068,Mumbai,Electrician,2026-02-24 14:54:47.651506,2-4 PM,492,2.46,11.7,53,Completed,,4.7,4.5,Returning,Credit Card,2,Tuesday,False,1,0,Mumbai,Electrician,9,40,4.7,2026-02-23/2026-03-01,0.8833333333333333,0.8833333333333333
B07588,P0049,Mumbai,Cleaning,2026-02-24 15:05:09.756390,8-10 PM,613,2.53,8.0,145,Cancelled,Slot Not Available,,4.6,New,Debit Card,2,Tuesday,False,0,1,Mumbai,Cleaning,1,40,4.5,2026-02-23/2026-03-01,2.4166666666666665,0.0
B07589,P0139,Hyderabad,Electrician,2026-02-24 15:15:31.861274,6-8 PM,619,5.96,11.8,116,Completed,,4.2,4.3,Returning,Credit Card,2,Tuesday,False,1,0,Hyderabad,Electrician,1,36,4.5,2026-02-23/2026-03-01,1.9333333333333333,1.9333333333333333
B07590,P0070,Mumbai,Appliance Repair,2026-02-24 15:25:53.966158,8-10 AM,961,1.52,10.0,66,Completed,,4.8,4.7,New,Credit Card,2,Tuesday,False,1,0,Mumbai,Appliance Repair,9,40,4.5,2026-02-23/2026-03-01,1.1,1.1
B07591,P0110,Delhi,Plumbing,2026-02-24 15:36:16.071042,6-8 PM,749,2.79,14.8,110,Cancelled,Slot Not Available,,4.4,Returning,UPI,2,Tuesday,False,0,1,Delhi,Plumbing,6,36,4.5,2026-02-23/2026-03-01,1.8333333333333333,0.0
B07592,P0135,Hyderabad,Plumbing,2026-02-24 15:46:38.175927,4-6 PM,838,4.02,8.9,68,Completed,,4.8,4.1,Returning,UPI,2,Tuesday,False,1,0,Hyderabad,Plumbing,5,36,4.7,2026-02-23/2026-03-01,1.1333333333333333,1.1333333333333333
B07593,P0048,Pune,Appliance Repair,2026-02-24 15:57:00.280811,10-12 PM,1100,15.0,13.5,132,Rescheduled,,,5.0,Returning,Credit Card,2,Tuesday,False,0,0,Pune,Appliance Repair,7,40,4.5,2026-02-23/2026-03-01,2.2,2.2
B07594,P0110,Delhi,Plumbing,2026-02-24 16:07:22.385695,2-4 PM,760,1.95,6.0,131,Cancelled,Professional Unavailable,,3.8,Returning,Credit Card,2,Tuesday,False,0,1,Delhi,Plumbing,6,36,4.5,2026-02-23/2026-03-01,2.183333333333333,0.0
B07595,P0045,Pune,Appliance Repair,2026-02-24 16:17:44.490579,4-6 PM,908,3.06,16.2,80,Cancelled,Long Response Time,,4.4,Returning,Credit Card,2,Tuesday,False,0,1,Pune,Appliance Repair,1,36,4.2,2026-02-23/2026-03-01,1.3333333333333333,0.0
B07596,P0007,Nagpur,Salon,2026-02-24 16:28:06.595463,2-4 PM,973,1.11,7.8,63,Completed,,5.0,4.8,Returning,Credit Card,2,Tuesday,False,1,0,Nagpur,Salon,5,40,4.4,2026-02-23/2026-03-01,1.05,1.05
B07597,P0137,Hyderabad,Electrician,2026-02-24 16:38:28.700348,2-4 PM,834,10.18,5.7,47,Completed,,4.4,4.4,Returning,UPI,2,Tuesday,False,1,0,Hyderabad,Electrician,7,44,4.9,2026-02-23/2026-03-01,0.7833333333333333,0.7833333333333333
B07598,P0039,Pune,Plumbing,2026-02-24 16:48:50.805232,4-6 PM,531,4.12,10.7,53,Completed,,4.1,4.4,Returning,Cash,2,Tuesday,False,1,0,Pune,Plumbing,10,36,4.6,2026-02-23/2026-03-01,0.8833333333333333,0.8833333333333333
B07599,P0054,Mumbai,Salon,2026-02-24 16:59:12.910116,4-6 PM,744,9.27,17.3,112,Cancelled,Long Response Time,,4.6,Returning,UPI,2,Tuesday,False,0,1,Mumbai,Salon,1,40,4.3,2026-02-23/2026-03-01,1.8666666666666667,0.0
B07600,P0072,Mumbai,Appliance Repair,2026-02-24 17:09:35.015000,6-8 PM,1059,2.58,10.7,63,Completed,,5.0,4.5,New,Credit Card,2,Tuesday,False,1,0,Mumbai,Appliance Repair,8,44,4.2,2026-02-23/2026-03-01,1.05,1.05
B07601,P0047,Pune,Appliance Repair,2026-02-24 17:19:57.119884,6-8 PM,1321,4.49,12.8,83,Completed,,4.2,3.8,Returning,Credit Card,2,Tuesday,False,1,0,Pune,Appliance Repair,1,36,4.4,2026-02-23/2026-03-01,1.3833333333333333,1.3833333333333333
B07602,P0051,Mumbai,Cleaning,2026-02-24 17:30:19.224768,6-8 PM,519,7.16,13.2,82,Cancelled,Slot Not Available,,4.8,Returning,UPI,2,Tuesday,False,0,1,Mumbai,Cleaning,7,40,4.2,2026-02-23/2026-03-01,1.3666666666666667,0.0
B07603,P0069,Mumbai,Appliance Repair,2026-02-24 17:40:41.329653,4-6 PM,901,2.6,12.5,75,Completed,,4.0,4.2,New,Debit Card,2,Tuesday,False,1,0,Mumbai,Appliance Repair,2,40,4.9,2026-02-23/2026-03-01,1.25,1.25
B07604,P0050,Mumbai,Cleaning,2026-02-24 17:51:03.434537,8-10 AM,566,2.52,8.4,66,Completed,,4.8,4.5,Returning,UPI,2,Tuesday,False,1,0,Mumbai,Cleaning,10,48,4.9,2026-02-23/2026-03-01,1.1,1.1
B07605,P0121,Hyderabad,Cleaning,2026-02-24 18:01:25.539421,12-2 PM,679,4.48,11.7,122,Rescheduled,,,4.3,Returning,UPI,2,Tuesday,False,0,0,Hyderabad,Cleaning,8,48,4.5,2026-02-23/2026-03-01,2.033333333333333,2.033333333333333
B07606,P0050,Mumbai,Cleaning,2026-02-24 18:11:47.644305,8-10 AM,984,3.58,8.5,88,Completed,,4.3,4.7,New,Credit Card,2,Tuesday,False,1,0,Mumbai,Cleaning,10,48,4.9,2026-02-23/2026-03-01,1.4666666666666666,1.4666666666666666
B07607,P0021,Nagpur,Appliance Repair,2026-02-24 18:22:09.749189,4-6 PM,1070,3.46,13.2,108,Completed,,4.0,5.0,Returning,UPI,2,Tuesday,False,1,0,Nagpur,Appliance Repair,9,40,4.1,2026-02-23/2026-03-01,1.8,1.8
B07608,P0043,Pune,Electrician,2026-02-24 18:32:31.854074,8-10 PM,547,0.68,13.1,119,Completed,,4.6,4.6,Returning,UPI,2,Tuesday,False,1,0,Pune,Electrician,10,40,4.4,2026-02-23/2026-03-01,1.9833333333333334,1.9833333333333334
B07609,P0097,Delhi,Cleaning,2026-02-24 18:42:53.958958,6-8 PM,714,5.04,12.2,73,Completed,,4.2,4.2,Returning,UPI,2,Tuesday,False,1,0,Delhi,Cleaning,5,40,4.4,2026-02-23/2026-03-01,1.2166666666666666,1.2166666666666666
B07610,P0088,Bengaluru,Plumbing,2026-02-24 18:53:16.063842,2-4 PM,653,9.15,10.2,74,Cancelled,Distance Too Far,,4.7,Returning,UPI,2,Tuesday,False,0,1,Bengaluru,Plumbing,7,40,4.2,2026-02-23/2026-03-01,1.2333333333333334,0.0
B07611,P0122,Hyderabad,Cleaning,2026-02-24 19:03:38.168726,6-8 PM,903,6.57,12.2,97,Cancelled,Slot Not Available,,4.7,New,UPI,2,Tuesday,False,0,1,Hyderabad,Cleaning,1,40,4.2,2026-02-23/2026-03-01,1.6166666666666667,0.0
B07612,P0090,Bengaluru,Electrician,2026-02-24 19:14:00.273610,6-8 PM,346,3.43,15.7,90,Completed,,4.5,3.8,Returning,UPI,2,Tuesday,False,1,0,Bengaluru,Electrician,10,36,4.0,2026-02-23/2026-03-01,1.5,1.5
B07613,P0035,Pune,AC Repair,2026-02-24 19:24:22.378495,4-6 PM,1164,3.27,14.1,83,Completed,,4.7,5.0,New,UPI,2,Tuesday,False,1,0,Pune,AC Repair,4,48,4.8,2026-02-23/2026-03-01,1.3833333333333333,1.3833333333333333
B07614,P0002,Nagpur,Cleaning,2026-02-24 19:34:44.483379,8-10 PM,617,3.05,10.2,89,Completed,,4.0,4.7,Returning,UPI,2,Tuesday,False,1,0,Nagpur,Cleaning,5,40,4.2,2026-02-23/2026-03-01,1.4833333333333334,1.4833333333333334
B07615,P0092,Bengaluru,Electrician,2026-02-24 19:45:06.588263,12-2 PM,631,4.9,10.6,52,Completed,,4.3,4.7,New,Credit Card,2,Tuesday,False,1,0,Bengaluru,Electrician,3,40,4.6,2026-02-23/2026-03-01,0.8666666666666667,0.8666666666666667
B07616,P0085,Bengaluru,Plumbing,2026-02-24 19:55:28.693147,4-6 PM,714,2.35,15.2,125,Completed,,4.2,5.0,New,UPI,2,Tuesday,False,1,0,Bengaluru,Plumbing,9,40,4.1,2026-02-23/2026-03-01,2.0833333333333335,2.0833333333333335
B07617,P0043,Pune,Electrician,2026-02-24 20:05:50.798031,8-10 AM,619,1.43,8.9,50,Completed,,4.6,4.7,New,Debit Card,2,Tuesday,False,1,0,Pune,Electrician,10,40,4.4,2026-02-23/2026-03-01,0.8333333333333334,0.8333333333333334
B07618,P0088,Bengaluru,Plumbing,2026-02-24 20:16:12.902916,10-12 PM,612,5.77,3.2,123,Completed,,5.0,4.8,Returning,Debit Card,2,Tuesday,False,1,0,Bengaluru,Plumbing,7,40,4.2,2026-02-23/2026-03-01,2.05,2.05
B07619,P0106,Delhi,AC Repair,2026-02-24 20:26:35.007800,8-10 PM,1354,1.98,12.0,109,Completed,,4.5,4.6,New,Credit Card,2,Tuesday,False,1,0,Delhi,AC Repair,9,40,4.0,2026-02-23/2026-03-01,1.8166666666666667,1.8166666666666667
B07620,P0110,Delhi,Plumbing,2026-02-24 20:36:57.112684,4-6 PM,631,2.33,13.3,93,Rescheduled,,,4.6,Returning,Debit Card,2,Tuesday,False,0,0,Delhi,Plumbing,6,36,4.5,2026-02-23/2026-03-01,1.55,1.55
B07621,P0076,Bengaluru,Cleaning,2026-02-24 20:47:19.217568,6-8 PM,713,8.5,12.6,124,Completed,,4.8,3.8,Returning,Cash,2,Tuesday,False,1,0,Bengaluru,Cleaning,2,40,4.4,2026-02-23/2026-03-01,2.066666666666667,2.066666666666667
B07622,P0101,Delhi,Salon,2026-02-24 20:57:41.322452,6-8 PM,902,11.34,12.9,114,Completed,,3.9,5.0,Returning,Credit Card,2,Tuesday,False,1,0,Delhi,Salon,3,44,4.3,2026-02-23/2026-03-01,1.9,1.9
B07623,P0017,Nagpur,Electrician,2026-02-24 21:08:03.427337,8-10 PM,738,3.39,11.4,44,Completed,,4.8,4.3,Returning,UPI,2,Tuesday,False,1,0,Nagpur,Electrician,4,40,4.6,2026-02-23/2026-03-01,0.7333333333333333,0.7333333333333333
B07624,P0043,Pune,Electrician,2026-02-24 21:18:25.532221,8-10 AM,489,6.88,11.4,87,Completed,,4.4,3.8,Returning,UPI,2,Tuesday,False,1,0,Pune,Electrician,10,40,4.4,2026-02-23/2026-03-01,1.45,1.45
B07625,P0022,Nagpur,Appliance Repair,2026-02-24 21:28:47.637105,6-8 PM,989,4.56,12.1,139,Completed,,4.1,4.4,Returning,UPI,2,Tuesday,False,1,0,Nagpur,Appliance Repair,1,36,4.4,2026-02-23/2026-03-01,2.316666666666667,2.316666666666667
B07626,P0016,Nagpur,Plumbing,2026-02-24 21:39:09.741989,4-6 PM,401,2.27,10.6,88,Completed,,4.0,4.6,Returning,Debit Card,2,Tuesday,False,1,0,Nagpur,Plumbing,6,40,4.7,2026-02-23/2026-03-01,1.4666666666666666,1.4666666666666666
B07627,P0141,Hyderabad,Appliance Repair,2026-02-24 21:49:31.846873,4-6 PM,1012,1.9,10.7,167,Completed,,4.4,3.7,Returning,UPI,2,Tuesday,False,1,0,Hyderabad,Appliance Repair,10,36,4.0,2026-02-23/2026-03-01,2.783333333333333,2.783333333333333
B07628,P0035,Pune,AC Repair,2026-02-24 21:59:53.951758,10-12 PM,1334,3.46,10.0,156,Completed,,4.8,4.2,Returning,UPI,2,Tuesday,False,1,0,Pune,AC Repair,4,48,4.8,2026-02-23/2026-03-01,2.6,2.6
B07629,P0082,Bengaluru,AC Repair,2026-02-24 22:10:16.056642,6-8 PM,1353,1.22,16.2,112,Completed,,4.1,4.7,Returning,Cash,2,Tuesday,False,1,0,Bengaluru,AC Repair,3,48,3.9,2026-02-23/2026-03-01,1.8666666666666667,1.8666666666666667
B07630,P0074,Bengaluru,Cleaning,2026-02-24 22:20:38.161526,12-2 PM,771,7.4,11.8,109,Completed,,4.7,4.5,Returning,Debit Card,2,Tuesday,False,1,0,Bengaluru,Cleaning,6,40,5.0,2026-02-23/2026-03-01,1.8166666666666667,1.8166666666666667
B07631,P0091,Bengaluru,Electrician,2026-02-24 22:31:00.266410,10-12 PM,683,3.71,11.4,44,Completed,,4.6,4.3,Returning,UPI,2,Tuesday,False,1,0,Bengaluru,Electrician,4,44,4.7,2026-02-23/2026-03-01,0.7333333333333333,0.7333333333333333
B07632,P0087,Bengaluru,Plumbing,2026-02-24 22:41:22.371294,6-8 PM,715,1.51,12.5,86,Completed,,4.5,4.8,Returning,UPI,2,Tuesday,False,1,0,Bengaluru,Plumbing,1,44,4.5,2026-02-23/2026-03-01,1.4333333333333333,1.4333333333333333
B07633,P0057,Mumbai,AC Repair,2026-02-24 22:51:44.476179,10-12 PM,1355,1.44,5.4,129,Completed,,4.4,4.4,New,UPI,2,Tuesday,False,1,0,Mumbai,AC Repair,3,44,4.2,2026-02-23/2026-03-01,2.15,2.15
B07634,P0052,Mumbai,Cleaning,2026-02-24 23:02:06.581063,2-4 PM,969,1.69,3.9,78,Completed,,4.8,4.6,New,UPI,2,Tuesday,False,1,0,Mumbai,Cleaning,6,40,4.6,2026-02-23/2026-03-01,1.3,1.3
B07635,P0122,Hyderabad,Cleaning,2026-02-24 23:12:28.685947,12-2 PM,683,6.16,9.7,115,Completed,,4.1,4.2,Returning,UPI,2,Tuesday,False,1,0,Hyderabad,Cleaning,1,40,4.2,2026-02-23/2026-03-01,1.9166666666666667,1.9166666666666667
